"","V1","Team","STR","PRE","PE","NFP","Year"
"1",1,"Tennessee",1.31,0.08,0.14,9.6,2015
"2",2,"Marshall",1.08,0.02,0.23,4.9,2015
"3",3,"San Diego State",0.91,-0.07,0.19,7.1,2015
"4",4,"North Carolina",0.89,0.1,0.04,3.3,2015
"5",5,"Kansas State",0.87,0.07,0.12,2.3,2015
"6",6,"Ohio State",0.75,0.03,0.26,8.5,2015
"7",7,"Stanford",0.72,-0.04,0.15,8,2015
"8",8,"Virginia Tech",0.68,0.06,0.19,2.1,2015
"9",9,"Wisconsin",0.61,-0.04,0.06,4.7,2015
"10",10,"Eastern Michigan",0.6,0.05,0.14,-0.8,2015
"11",11,"Washington",0.6,0.11,0.12,2.7,2015
"12",12,"Duke",0.6,-0.1,0.19,6.7,2015
"13",13,"Florida International",0.6,0.04,-0.05,0.6,2015
"14",14,"Texas",0.59,0.12,0.14,-0.8,2015
"15",15,"Memphis",0.55,-0.01,0.17,3.3,2015
"16",16,"Texas A&M",0.55,0.06,0.28,2.3,2015
"17",17,"Notre Dame",0.53,-0.01,0.16,1.6,2015
"18",18,"East Carolina",0.51,-0.05,0.17,1.9,2015
"19",19,"Utah",0.5,0.06,0.28,3.7,2015
"20",20,"Houston",0.48,-0.06,0.15,3.3,2015
"21",21,"Rutgers",0.45,0.17,0,-4.4,2015
"22",22,"Alabama",0.45,0.06,0,4.4,2015
"23",23,"Texas Tech",0.44,-0.12,0.05,-0.3,2015
"24",24,"Michigan",0.44,0.06,0.03,5.5,2015
"25",25,"Western Kentucky",0.41,-0.09,0,3.1,2015
"26",26,"Arkansas State",0.4,-0.05,0.16,8,2015
"27",27,"Western Michigan",0.39,-0.16,0.21,0.9,2015
"28",28,"Florida Atlantic",0.33,-0.21,0.24,0.3,2015
"29",29,"Nebraska",0.31,-0.06,0.17,-1.1,2015
"30",30,"Wake Forest",0.3,-0.14,0.29,-1.4,2015
"31",31,"Syracuse",0.29,-0.1,0.14,2.2,2015
"32",32,"Temple",0.28,0.05,0.09,4.7,2015
"33",33,"BYU",0.28,-0.09,0.01,-2.2,2015
"34",34,"Arizona",0.27,-0.04,0.18,0.4,2015
"35",35,"Ball State",0.25,-0.08,0.08,-0.1,2015
"36",36,"Mississippi State",0.23,0.06,-0.03,1.2,2015
"37",37,"Auburn",0.22,-0.01,0.02,0,2015
"38",38,"South Carolina",0.22,-0.08,0.23,3.5,2015
"39",39,"Georgia Southern",0.21,0.02,0.01,6.6,2015
"40",40,"Colorado State",0.21,0.1,0.19,1.8,2015
"41",41,"Florida State",0.2,-0.18,0.22,0.9,2015
"42",42,"Troy",0.19,-0.01,0.07,-1.7,2015
"43",43,"Akron",0.19,-0.18,0.16,1.7,2015
"44",44,"TCU",0.19,-0.17,0.14,2.4,2015
"45",45,"Georgia Tech",0.16,0.03,0.03,-3.6,2015
"46",46,"Northwestern",0.15,-0.1,0.14,-3.2,2015
"47",47,"Central Michigan",0.15,-0.12,0.14,-0.2,2015
"48",48,"Appalachian State",0.12,-0.16,0.16,-1.8,2015
"49",49,"Georgia",0.12,0.12,0.1,4.2,2015
"50",50,"Northern Illinois",0.12,-0.11,-0.05,-1.5,2015
"51",51,"Arizona State",0.12,-0.07,0.1,3.2,2015
"52",52,"Texas State",0.1,-0.12,0.28,1.7,2015
"53",53,"Oklahoma State",0.1,-0.03,0.15,4.1,2015
"54",54,"Indiana",0.08,-0.06,0.06,-0.1,2015
"55",55,"Oregon",0.08,-0.03,-0.2,1.4,2015
"56",56,"Pittsburgh",0.08,-0.01,0.18,3.8,2015
"57",57,"North Texas",0.08,0.04,0.08,0.2,2015
"58",58,"Nevada",0.07,-0.23,0.1,-5.7,2015
"59",59,"Rice",0.05,-0.05,0.02,-1.1,2015
"60",60,"Miami",0.03,-0.1,0.02,3.5,2015
"61",61,"Louisiana",0.01,0.05,0.13,1.2,2015
"62",62,"New Mexico",0.01,-0.27,0.3,0,2015
"63",63,"Maryland",0,-0.04,-0.02,-5.2,2015
"64",64,"Middle Tennessee",0,0.03,-0.15,-4.6,2015
"65",65,"Oklahoma",-0.01,-0.23,0.22,2.9,2015
"66",66,"Utah State",-0.02,-0.06,0.16,4,2015
"67",67,"Ohio",-0.02,-0.12,0.1,3,2015
"68",68,"Navy",-0.03,-0.11,-0.05,1.3,2015
"69",69,"Louisville",-0.03,-0.08,0.08,0.2,2015
"70",70,"South Florida",-0.03,-0.04,0.17,0.2,2015
"71",71,"Toledo",-0.04,0.01,-0.08,2.8,2015
"72",72,"UCF",-0.04,-0.19,0.23,-2.4,2015
"73",73,"Hawaii",-0.04,-0.08,0.26,-3.2,2015
"74",74,"Boise State",-0.05,-0.12,0.02,2.9,2015
"75",75,"Connecticut",-0.05,-0.19,0.08,2.5,2015
"76",76,"Minnesota",-0.07,-0.16,0.12,-2.4,2015
"77",77,"USC",-0.08,0,-0.11,-2.9,2015
"78",78,"UTEP",-0.09,-0.24,0.06,-1.9,2015
"79",79,"Missouri",-0.14,-0.2,0.16,-5.2,2015
"80",80,"Air Force",-0.14,-0.24,0.1,-0.7,2015
"81",81,"Iowa",-0.14,-0.13,0,3.9,2015
"82",82,"NC State",-0.16,-0.06,0.18,5.6,2015
"83",83,"New Mexico State",-0.16,-0.09,-0.04,-4.7,2015
"84",84,"Southern Mississippi",-0.19,-0.14,0.09,5.3,2015
"85",85,"Army",-0.2,0.07,0.09,-4.1,2015
"86",86,"Florida",-0.2,-0.05,0.28,5.1,2015
"87",87,"UCLA",-0.21,-0.16,0.04,0.7,2015
"88",88,"Colorado",-0.22,-0.16,0.07,-2,2015
"89",89,"Kentucky",-0.22,-0.17,-0.04,-4.3,2015
"90",90,"Arkansas",-0.24,-0.12,0.07,3.8,2015
"91",91,"Ole Miss",-0.25,-0.33,0.22,0.4,2015
"92",92,"Penn State",-0.27,-0.09,0.08,-0.2,2015
"93",93,"UNLV",-0.28,-0.23,0.08,-2.2,2015
"94",94,"Iowa State",-0.29,-0.06,0,-3.2,2015
"95",95,"West Virginia",-0.3,-0.16,0.2,-0.3,2015
"96",96,"Illinois",-0.31,-0.03,0.04,-0.8,2015
"97",97,"Fresno State",-0.33,-0.19,0,3.9,2015
"98",98,"UTSA",-0.35,-0.06,0.06,-1.5,2015
"99",99,"Michigan State",-0.36,-0.08,-0.09,3.2,2015
"100",100,"San Jose State",-0.4,-0.16,0.3,-2.9,2015
"101",101,"South Alabama",-0.41,-0.23,-0.04,-7.4,2015
"102",102,"LSU",-0.41,-0.13,-0.05,-1.8,2015
"103",103,"Cincinnati",-0.43,-0.19,0.12,-5.7,2015
"104",104,"Baylor",-0.44,-0.2,0.14,-0.8,2015
"105",105,"Idaho",-0.44,-0.25,0.18,-3,2015
"106",106,"Clemson",-0.44,-0.27,0.08,-3.1,2015
"107",107,"Tulsa",-0.45,-0.23,0.09,-1.9,2015
"108",108,"Charlotte",-0.46,-0.04,-0.08,-8.1,2015
"109",109,"SMU",-0.47,-0.28,-0.2,-6.2,2015
"110",110,"California",-0.5,-0.08,0.06,-3.6,2015
"111",111,"Miami (OH)",-0.5,-0.12,-0.01,-8.7,2015
"112",112,"Virginia",-0.5,-0.24,0.15,-4.3,2015
"113",113,"Massachusetts",-0.51,-0.09,0.05,-4.3,2015
"114",114,"Washington State",-0.52,-0.05,-0.18,-0.9,2015
"115",115,"UL Monroe",-0.52,-0.23,-0.14,-8.8,2015
"116",116,"Bowling Green",-0.55,-0.13,0.05,-0.9,2015
"117",117,"Old Dominion",-0.55,-0.16,0.07,-9.4,2015
"118",118,"Vanderbilt",-0.57,-0.11,-0.09,-3.7,2015
"119",119,"Kent State",-0.59,-0.14,0.15,-7.2,2015
"120",120,"Buffalo",-0.61,-0.11,0.06,-1,2015
"121",121,"Georgia State",-0.61,-0.19,-0.1,-5.2,2015
"122",122,"Oregon State",-0.64,-0.16,0.04,-6.6,2015
"123",123,"Boston College",-0.73,-0.14,0.16,-1.1,2015
"124",124,"Tulane",-0.82,-0.04,-0.13,-6.5,2015
"125",125,"Louisiana Tech",-0.92,-0.1,-0.05,-4,2015
"126",126,"Kansas",-0.97,-0.22,-0.16,-4.8,2015
"127",127,"Purdue",-1.02,-0.26,0.04,-1.9,2015
"128",128,"Wyoming",-1.18,-0.29,0.05,-5.8,2015
"129",129,"Memphis",1.41,-0.1,0.3,5.9,2016
"130",130,"Stanford",1.1,-0.07,0.32,7.8,2016
"131",131,"Michigan",1,0.18,0.17,9.6,2016
"132",132,"Western Kentucky",0.95,0.05,0.18,5.2,2016
"133",133,"USC",0.94,0.09,0.01,1.8,2016
"134",134,"BYU",0.92,-0.09,0.31,6.6,2016
"135",135,"Idaho",0.88,0.25,0.16,7.8,2016
"136",136,"Iowa",0.75,0.16,0.09,7,2016
"137",137,"North Carolina",0.74,-0.14,0.23,-0.4,2016
"138",138,"Texas A&M",0.71,0.06,0.26,-0.5,2016
"139",139,"San Diego State",0.69,-0.1,0.08,6.3,2016
"140",140,"Georgia Tech",0.67,-0.04,0.06,-0.4,2016
"141",141,"Iowa State",0.63,-0.06,0.22,2.7,2016
"142",142,"Arizona State",0.61,-0.1,0.29,1.7,2016
"143",143,"Florida",0.6,-0.14,0.2,1.9,2016
"144",144,"Utah",0.56,-0.1,0.31,5.8,2016
"145",145,"Georgia Southern",0.53,0.12,0.08,-4.7,2016
"146",146,"Minnesota",0.53,-0.12,0.11,5.4,2016
"147",147,"Troy",0.51,0.03,0.16,7.1,2016
"148",148,"Air Force",0.45,0.05,0.13,2.6,2016
"149",149,"Ohio State",0.42,-0.17,0.31,4.6,2016
"150",150,"Maryland",0.41,0.05,0.1,-4.7,2016
"151",151,"Auburn",0.39,-0.03,0.18,0.9,2016
"152",152,"Kansas State",0.39,-0.13,0.22,3.4,2016
"153",153,"Ohio",0.39,-0.11,0.23,0.7,2016
"154",154,"Temple",0.37,0,0.13,3.5,2016
"155",155,"Fresno State",0.37,-0.04,0.01,-3.6,2016
"156",156,"Boston College",0.37,-0.12,0.08,0,2016
"157",157,"Pittsburgh",0.37,0.01,0.07,0.3,2016
"158",158,"Florida Atlantic",0.36,-0.22,0.17,0.7,2016
"159",159,"Penn State",0.36,-0.05,0.18,4.3,2016
"160",160,"Nebraska",0.34,-0.05,-0.01,1.2,2016
"161",161,"Wake Forest",0.33,-0.13,0.12,2.1,2016
"162",162,"Akron",0.33,0.24,-0.03,-2.2,2016
"163",163,"Arkansas",0.33,-0.1,0.33,-1.7,2016
"164",164,"Northern Illinois",0.32,-0.16,0.05,-0.3,2016
"165",165,"Tennessee",0.32,-0.16,0.2,5.3,2016
"166",166,"Miami",0.29,-0.06,0.26,0.7,2016
"167",167,"Appalachian State",0.28,-0.01,0.06,2.1,2016
"168",168,"Washington State",0.27,0.13,0.01,2.2,2016
"169",169,"Eastern Michigan",0.26,-0.1,0.25,0.3,2016
"170",170,"Navy",0.25,0.04,0.09,2.5,2016
"171",171,"New Mexico",0.23,-0.19,0.05,-2.7,2016
"172",172,"UCF",0.18,-0.1,0.03,-4.8,2016
"173",173,"Washington",0.16,-0.07,0.21,0.2,2016
"174",174,"Houston",0.15,-0.13,0.05,0.6,2016
"175",175,"Louisiana Tech",0.15,-0.19,-0.13,-0.2,2016
"176",176,"Missouri",0.13,-0.01,0.21,-0.7,2016
"177",177,"Hawaii",0.11,-0.17,0.19,-2.3,2016
"178",178,"Oklahoma",0.11,-0.16,0.23,0.5,2016
"179",179,"Kentucky",0.1,-0.09,0.08,-1.5,2016
"180",180,"Western Michigan",0.09,-0.16,0.15,4.7,2016
"181",181,"Virginia Tech",0.09,-0.02,0.07,5.6,2016
"182",182,"Bowling Green",0.08,-0.24,0.34,-1.9,2016
"183",183,"Louisiana",0.07,-0.06,0.12,-0.7,2016
"184",184,"Ball State",0.05,0,0.03,0.6,2016
"185",185,"Clemson",0.04,-0.21,0.06,1.5,2016
"186",186,"Alabama",0.04,0.02,0.14,3.7,2016
"187",187,"South Florida",0.02,0,0.04,4,2016
"188",188,"Mississippi State",0.01,-0.21,0.01,3.6,2016
"189",189,"TCU",0.01,-0.15,0.12,2,2016
"190",190,"Oregon",-0.01,-0.17,-0.02,-0.8,2016
"191",191,"Notre Dame",-0.02,-0.18,-0.08,1,2016
"192",192,"Texas",-0.03,-0.09,0.28,2.9,2016
"193",193,"North Texas",-0.03,-0.12,0.2,-2.3,2016
"194",194,"Ole Miss",-0.04,-0.15,0.1,1,2016
"195",195,"Oklahoma State",-0.06,-0.23,0.26,7,2016
"196",196,"Old Dominion",-0.06,-0.17,-0.04,3.2,2016
"197",197,"Wisconsin",-0.07,-0.13,0,5.9,2016
"198",198,"Colorado State",-0.07,-0.09,0.19,2.6,2016
"199",199,"Florida International",-0.08,0.05,0.01,-3.6,2016
"200",200,"Northwestern",-0.08,-0.09,0.03,-3.4,2016
"201",201,"Marshall",-0.08,0.09,0.02,2.7,2016
"202",202,"Connecticut",-0.08,-0.08,0.04,-4.3,2016
"203",203,"Texas Tech",-0.09,-0.24,-0.01,-6.5,2016
"204",204,"UTEP",-0.12,-0.03,0.05,-3.1,2016
"205",205,"South Carolina",-0.13,-0.24,0.11,-0.3,2016
"206",206,"Arkansas State",-0.15,-0.06,0.08,1.8,2016
"207",207,"Nevada",-0.15,-0.04,0.09,-1.5,2016
"208",208,"UTSA",-0.16,-0.08,0.26,1.6,2016
"209",209,"Baylor",-0.17,-0.11,0.21,-1.9,2016
"210",210,"California",-0.17,-0.12,0,0.5,2016
"211",211,"Rice",-0.17,-0.17,0.08,-0.9,2016
"212",212,"Louisville",-0.18,-0.04,0.18,1,2016
"213",213,"Vanderbilt",-0.2,-0.18,0.13,-4.9,2016
"214",214,"Tulsa",-0.2,-0.26,0.25,-1.4,2016
"215",215,"Virginia",-0.21,0.01,0.17,1.3,2016
"216",216,"Kansas",-0.22,-0.35,0,-10.1,2016
"217",217,"Miami (OH)",-0.23,-0.08,0,-3.4,2016
"218",218,"Michigan State",-0.23,-0.16,0.17,-2.8,2016
"219",219,"South Alabama",-0.27,-0.13,0.13,0.5,2016
"220",220,"NC State",-0.27,-0.07,-0.04,-2.4,2016
"221",221,"Charlotte",-0.29,-0.02,-0.01,-4.2,2016
"222",222,"San Jose State",-0.3,-0.2,0.17,1.3,2016
"223",223,"Toledo",-0.32,-0.05,0.14,0.5,2016
"224",224,"Wyoming",-0.33,-0.12,0.19,0.8,2016
"225",225,"Indiana",-0.34,-0.06,0.02,1.5,2016
"226",226,"West Virginia",-0.34,-0.18,0.11,0.3,2016
"227",227,"Purdue",-0.36,-0.11,0.19,-2.7,2016
"228",228,"Central Michigan",-0.39,-0.12,0.05,-2,2016
"229",229,"Georgia",-0.4,-0.13,-0.03,-0.4,2016
"230",230,"Boise State",-0.4,-0.19,0.12,-2.1,2016
"231",231,"Syracuse",-0.41,0.12,0.09,-0.5,2016
"232",232,"UL Monroe",-0.42,-0.04,0.02,1.6,2016
"233",233,"Colorado",-0.44,-0.13,-0.13,-3.7,2016
"234",234,"Tulane",-0.46,-0.19,0.12,0,2016
"235",235,"Utah State",-0.46,0.01,-0.07,-0.6,2016
"236",236,"Oregon State",-0.46,-0.09,0.12,-1.8,2016
"237",237,"Cincinnati",-0.47,-0.12,0.01,-1.3,2016
"238",238,"Florida State",-0.48,-0.27,-0.13,-1.7,2016
"239",239,"Southern Mississippi",-0.53,-0.24,0.16,-7.7,2016
"240",240,"Army",-0.55,0.06,-0.06,-2.8,2016
"241",241,"Kent State",-0.58,-0.23,0.07,-2.3,2016
"242",242,"Duke",-0.58,-0.11,-0.04,-0.3,2016
"243",243,"Middle Tennessee",-0.63,-0.26,0.07,-5.8,2016
"244",244,"LSU",-0.64,-0.31,0.21,-0.8,2016
"245",245,"UCLA",-0.69,-0.08,-0.05,-2.9,2016
"246",246,"New Mexico State",-0.69,-0.08,-0.18,-2.1,2016
"247",247,"UNLV",-0.76,-0.14,-0.06,-7.9,2016
"248",248,"East Carolina",-0.78,-0.2,-0.04,-6.4,2016
"249",249,"Arizona",-0.79,-0.29,-0.06,-7.4,2016
"250",250,"Texas State",-0.8,-0.04,0.08,-5.3,2016
"251",251,"Illinois",-0.82,-0.17,-0.03,-7.2,2016
"252",252,"Rutgers",-0.83,-0.06,-0.22,-9.1,2016
"253",253,"Massachusetts",-0.83,-0.03,0.05,-3.9,2016
"254",254,"Georgia State",-0.96,-0.26,-0.23,-10,2016
"255",255,"SMU",-0.97,-0.27,0.09,-5.4,2016
"256",256,"Buffalo",-1.01,-0.02,-0.08,-3,2016
"257",257,"Kansas State",1.19,0.05,0.23,6.2,2017
"258",258,"TCU",0.99,-0.03,0.19,2,2017
"259",259,"Western Michigan",0.81,-0.12,0.31,5.3,2017
"260",260,"Virginia Tech",0.81,0.04,0.19,8.3,2017
"261",261,"Marshall",0.75,-0.15,0.25,1.5,2017
"262",262,"Florida Atlantic",0.72,-0.05,0.26,3,2017
"263",263,"Colorado",0.66,0.13,0.17,1.6,2017
"264",264,"Stanford",0.65,0.05,0.15,9.7,2017
"265",265,"Kentucky",0.65,-0.08,0.21,2.2,2017
"266",266,"UCF",0.64,-0.04,0.16,5.8,2017
"267",267,"San Diego State",0.63,0,-0.14,2.6,2017
"268",268,"Memphis",0.54,-0.09,0.13,2.5,2017
"269",269,"Iowa",0.52,-0.13,0.03,-1.3,2017
"270",270,"Toledo",0.5,0.15,0.06,4.4,2017
"271",271,"Penn State",0.48,-0.05,0.2,6.9,2017
"272",272,"Arkansas State",0.47,0.06,0.25,7.4,2017
"273",273,"Temple",0.43,-0.1,0.11,-2,2017
"274",274,"Washington",0.4,0.22,0.14,6.2,2017
"275",275,"Wyoming",0.39,-0.16,0.12,4.6,2017
"276",276,"Wisconsin",0.39,-0.08,0.09,1.1,2017
"277",277,"Texas A&M",0.39,-0.09,0.15,1,2017
"278",278,"Utah",0.38,-0.11,0.29,-2.1,2017
"279",279,"Michigan",0.38,-0.06,-0.01,4.7,2017
"280",280,"Georgia",0.38,-0.13,0.18,4.1,2017
"281",281,"Old Dominion",0.34,-0.19,0.02,-4.7,2017
"282",282,"Mississippi State",0.34,-0.01,0.19,1.1,2017
"283",283,"Boise State",0.34,0.01,0.15,3.4,2017
"284",284,"Utah State",0.33,0.02,0.12,3.4,2017
"285",285,"Florida International",0.31,-0.15,0.08,0,2017
"286",286,"Nebraska",0.28,-0.02,0.16,-0.1,2017
"287",287,"North Texas",0.27,0.12,0.13,-0.8,2017
"288",288,"Maryland",0.27,0.07,-0.02,-2.6,2017
"289",289,"Minnesota",0.26,-0.09,0.14,1.4,2017
"290",290,"Ole Miss",0.25,-0.19,0.08,0.9,2017
"291",291,"Ohio State",0.24,-0.16,0.22,3.1,2017
"292",292,"Boston College",0.23,-0.04,0.11,3.8,2017
"293",293,"Florida State",0.22,-0.15,0.01,-2.4,2017
"294",294,"Air Force",0.2,0.09,0.03,-6.1,2017
"295",295,"Clemson",0.2,-0.1,0.05,4.2,2017
"296",296,"North Carolina",0.19,-0.14,0.09,-1.6,2017
"297",297,"Indiana",0.19,-0.04,0.1,-1.5,2017
"298",298,"Ohio",0.19,-0.07,0.1,1.9,2017
"299",299,"Northwestern",0.19,-0.13,0.23,1,2017
"300",300,"Louisville",0.18,-0.24,0.18,-3.2,2017
"301",301,"Bowling Green",0.17,-0.07,0.24,0.3,2017
"302",302,"Auburn",0.17,-0.07,0.06,0.1,2017
"303",303,"South Alabama",0.15,-0.16,0.33,-2.7,2017
"304",304,"Georgia Southern",0.15,-0.1,0.01,-1.5,2017
"305",305,"Pittsburgh",0.13,0.06,0.04,-2.5,2017
"306",306,"Buffalo",0.13,-0.08,0.11,1.4,2017
"307",307,"South Carolina",0.12,-0.23,0.32,1.4,2017
"308",308,"Troy",0.11,-0.15,0.01,0.2,2017
"309",309,"Navy",0.11,-0.02,0.22,2.2,2017
"310",310,"Charlotte",0.11,0.02,0.12,0.8,2017
"311",311,"Texas",0.11,-0.17,0.39,4.8,2017
"312",312,"Tulane",0.09,-0.13,0.09,-1.3,2017
"313",313,"Alabama",0.06,-0.09,0.23,7.8,2017
"314",314,"Fresno State",0.05,-0.21,0.06,0.6,2017
"315",315,"Iowa State",0.05,-0.03,0.16,1.6,2017
"316",316,"Wake Forest",0.05,0.03,0.05,1.6,2017
"317",317,"Eastern Michigan",0.03,-0.12,0.02,-0.1,2017
"318",318,"Middle Tennessee",0.03,-0.17,0.06,-5,2017
"319",319,"BYU",0.03,-0.24,0.26,-0.6,2017
"320",320,"Baylor",0.03,-0.11,0.31,-4,2017
"321",321,"Florida",0.02,-0.23,0.19,-1.9,2017
"322",322,"Arkansas",0.02,-0.17,0.13,-2.8,2017
"323",323,"USC",0,-0.05,0.07,0.1,2017
"324",324,"Notre Dame",-0.01,-0.25,0.13,-2.4,2017
"325",325,"UL Monroe",-0.01,-0.19,0.12,1.5,2017
"326",326,"Houston",-0.02,-0.16,0.17,1.2,2017
"327",327,"Illinois",-0.02,-0.14,0.21,-2.9,2017
"328",328,"Missouri",-0.04,-0.13,0.24,-4,2017
"329",329,"Michigan State",-0.07,-0.17,0.17,5.1,2017
"330",330,"Syracuse",-0.07,-0.24,0.26,-0.3,2017
"331",331,"Virginia",-0.07,-0.11,0.02,-0.9,2017
"332",332,"Arizona State",-0.08,-0.07,0.06,-2.5,2017
"333",333,"Oregon",-0.09,-0.03,0.02,0,2017
"334",334,"Colorado State",-0.09,-0.18,0.06,3.3,2017
"335",335,"California",-0.1,-0.11,0.07,0.3,2017
"336",336,"San Jose State",-0.12,-0.09,0,-3.9,2017
"337",337,"Rutgers",-0.12,-0.16,0.11,-5.4,2017
"338",338,"Western Kentucky",-0.14,-0.11,0.17,0.2,2017
"339",339,"New Mexico",-0.14,-0.2,0.21,1.1,2017
"340",340,"Miami (OH)",-0.15,-0.13,0.1,-2.7,2017
"341",341,"Tennessee",-0.15,-0.27,0.29,0.4,2017
"342",342,"Duke",-0.17,-0.3,0,1.5,2017
"343",343,"Army",-0.18,0.12,0.09,-1.7,2017
"344",344,"Oregon State",-0.18,-0.19,0.13,-6.2,2017
"345",345,"Idaho",-0.18,-0.12,-0.02,-1.4,2017
"346",346,"Oklahoma",-0.2,-0.17,0.11,-1.6,2017
"347",347,"South Florida",-0.2,-0.04,0.01,2.7,2017
"348",348,"Northern Illinois",-0.21,-0.04,0.09,1.5,2017
"349",349,"UCLA",-0.23,-0.18,0.03,-3.1,2017
"350",350,"Louisiana",-0.24,-0.12,0.22,0.4,2017
"351",351,"Louisiana Tech",-0.24,-0.18,-0.12,-0.6,2017
"352",352,"Appalachian State",-0.24,-0.05,-0.01,4.1,2017
"353",353,"SMU",-0.25,-0.11,0.1,0.7,2017
"354",354,"Texas Tech",-0.25,-0.18,0.16,-0.8,2017
"355",355,"UTSA",-0.26,-0.17,0.22,2.1,2017
"356",356,"UNLV",-0.29,-0.01,-0.17,-1.8,2017
"357",357,"Connecticut",-0.29,-0.19,0.04,-3.6,2017
"358",358,"Tulsa",-0.31,-0.12,0,-2.7,2017
"359",359,"Coastal Carolina",-0.35,-0.04,0.14,-0.4,2017
"360",360,"LSU",-0.36,-0.22,0.25,3.3,2017
"361",361,"Miami",-0.37,0,0.11,1.6,2017
"362",362,"West Virginia",-0.37,-0.16,0,-5.3,2017
"363",363,"Southern Mississippi",-0.38,-0.16,0.17,-3.3,2017
"364",364,"New Mexico State",-0.38,-0.22,0.04,-5.8,2017
"365",365,"Purdue",-0.38,-0.07,0.18,0.9,2017
"366",366,"Kent State",-0.43,-0.22,0.21,-6,2017
"367",367,"East Carolina",-0.44,-0.31,-0.01,-2.6,2017
"368",368,"NC State",-0.44,-0.04,-0.01,1.3,2017
"369",369,"Nevada",-0.45,-0.05,-0.15,-4.2,2017
"370",370,"Hawaii",-0.47,-0.08,0.16,-4.6,2017
"371",371,"Central Michigan",-0.48,-0.21,0.1,-4.5,2017
"372",372,"Akron",-0.49,-0.05,-0.02,-1.5,2017
"373",373,"Rice",-0.5,-0.06,0.03,-4.9,2017
"374",374,"Georgia State",-0.53,-0.21,0.03,0.3,2017
"375",375,"Cincinnati",-0.53,-0.24,0.21,-2.5,2017
"376",376,"Oklahoma State",-0.55,-0.22,0.02,3,2017
"377",377,"UTEP",-0.61,-0.14,0.06,-4,2017
"378",378,"Arizona",-0.63,-0.1,-0.25,0.4,2017
"379",379,"Washington State",-0.66,-0.24,0.05,-4.8,2017
"380",380,"Ball State",-0.67,-0.13,-0.31,-4.3,2017
"381",381,"Kansas",-0.78,-0.28,-0.09,-9.7,2017
"382",382,"Massachusetts",-0.79,-0.14,-0.12,-4,2017
"383",383,"UAB",-0.81,-0.14,-0.08,-3.1,2017
"384",384,"Georgia Tech",-0.86,-0.17,0.11,-4,2017
"385",385,"Texas State",-0.89,-0.14,0.07,-5.4,2017
"386",386,"Vanderbilt",-1.1,-0.27,0,-5.6,2017
"387",387,"Toledo",1.22,0.32,0,7.5,2018
"388",388,"Troy",1.15,-0.05,0.3,4.3,2018
